자치구,행정구역,2019
종로구,면적,23.91
중구,면적,9.96
용산구,면적,21.87
성동구,면적,16.86
광진구,면적,17.06
동대문구,면적,14.22
중랑구,면적,18.5
성북구,면적,24.57
강북구,면적,23.6
도봉구,면적,20.66
노원구,면적,35.44
은평구,면적,29.71
서대문구,면적,17.63
마포구,면적,23.85
양천구,면적,17.41
강서구,면적,41.44
구로구,면적,20.12
금천구,면적,13.02
영등포구,면적,24.55
동작구,면적,16.35
관악구,면적,29.57
서초구,면적,46.98
강남구,면적,39.5
송파구,면적,33.87
강동구,면적,24.59
서울시 전체,면적,605.24
